PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,,,
130,2026-01-15,36:57.0,5,1,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.65645,0.836408,-1.807241,2570.298544,100.532585,9:15,5.39233,1.84336,5.56498,-36.9012,1.64205,-2.40874,3.09903,-0.04622,78.45333,-5.934875,-2.236759,0.446833,,,,,,,,,,,,0.71339,0.97697,-1.68584,50,5.44031,4.02561,-124.33935,0.48804,1.11701,24.89458,-30.64438,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b356eaa0-f262-11f0-99a1-27b08f981295,84.35457,,,7.20312,,,,,,,,,
131,2026-01-15,37:18.4,5,2,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.85346,-0.616197,-3.002459,2627.62397,102.882361,9:30,5.36711,1.82322,5.56344,-36.00703,2.62028,-5.98937,1.79006,-1.48339,78.51314,-7.210673,-4.069028,0.44732,,,,,,,,,,,,2.13831,1.90756,-1.56,50,5.2904,6.78359,-124.4507,-2.63262,3.3365,26.15962,-29.19759,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c00930f0-f262-11f0-99a1-27b08f981295,84.26277,,,7.34032,,,,,,,,,
132,2026-01-15,37:35.5,5,3,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,1,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.74967,0.683583,-1.367192,2686.018239,106.007891,9:30,5.30434,1.99376,5.57411,-36.95238,2.09744,-3.40819,2.86367,0.43251,78.21961,-6.083147,-1.975317,0.44976,88.9165,64.255775,48.80915,5046.649972,,,,,48.63658,,,1.38713,1.19378,-1.8737,50,5.33869,3.07824,-123.17364,0.16811,2.14677,22.77156,-30.32649,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,ca46f4d0-f262-11f0-99a1-27b08f981295,83.80566,117.18844,,6.53006,,,,1.7071,1.94469,-1.25362,,,
133,2026-01-15,38:19.0,5,4,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.07965,-3.683744,-1.774932,2708.564842,113.831174,9:45,6.21016,1.2039,5.55274,-38.09502,2.11288,-1.9276,-0.41291,-0.61575,77.69482,-10.580661,-2.119707,0.456381,,,,,,,,,,,,0.48917,2.40441,-1.04904,50,5.86553,3.85165,-121.84575,-9.17005,0.73395,24.37635,-28.5664,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e42b38c0-f262-11f0-99a1-27b08f981295,82.58991,,,6.38483,,,,,,,,,
134,2026-01-15,38:43.9,5,5,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.00102,-2.56927,-2.284375,2387.231053,211.513852,1:00,5.90877,1.3038,6.51092,-14.10387,17.96493,10.29418,2.37224,0.06423,83.79524,-5.322333,-0.416495,0.40758,77.83135,10.577859,169.757774,2616.005096,,,,77.71906,45.33939,173.872437,0.723664,-5.97359,10.47579,-1.14746,50,5.72235,4.91646,-134.75605,-6.36934,-10.82852,33.15764,-13.18423,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f2e89150-f262-11f0-99a1-27b08f981295,92.4787,5.42874,,9.20578,,,,0.75498,2.2169,-0.15221,,,
135,2026-01-15,39:11.4,5,6,"Mitchell, John",815503,Right,BOC_EAG,"Williams, Ben",831962,Right,BOC_EAG,Undefined,4,Top,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,93.53855,-2.279193,-2.53571,2416.358788,213.618714,1:00,5.88031,1.35978,6.59077,-12.07477,19.09962,12.02627,2.78255,0.03703,85.32682,-4.642595,-0.35107,0.401856,,,,,,,,,,,,-7.01048,10.97186,-1.19077,50,5.71872,5.52467,-135.81593,-5.67796,-13.07229,30.21613,-11.71503,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,03630330-f263-11f0-99a1-27b08f981295,93.79592,,,8.21173,,,,,,,,,
136,2026-01-15,42:11.6,1,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,4,Bottom,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.5956,-1.485884,2.492474,1823.928195,148.633777,11:00,5.76734,-2.11722,6.22593,-30.51037,9.28666,-4.84107,1.85226,-0.21951,76.19289,-7.191572,1.618291,0.454043,,,,,,,,,,,,3.23984,5.6826,1.9331,50,5.64126,-5.09133,-121.27071,-4.0648,4.78848,25.38058,-23.77516,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,6ee6d0f0-f263-11f0-99a1-27b08f981295,83.01519,,,7.4027,,,,,,,,,
137,2026-01-15,42:25.6,1,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,4,Bottom,0,0,1,Fastball,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.55029,-0.392181,1.92066,1954.736016,151.295062,11:00,5.83663,-2.03888,6.29246,-27.48155,11.23898,-5.44622,3.18491,-0.72221,76.92011,-5.571199,0.936053,0.44786,71.26488,38.057117,143.03948,3280.686188,,,,,43.74786,,,3.4041,6.3454,1.90008,50,5.79456,-3.90969,-122.77864,-1.64259,5.15847,25.95682,-22.55835,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,77363250-f263-11f0-99a1-27b08f981295,84.16125,30.10488,,7.63018,,,,0.17675,3.19227,0.58478,,,
138,2026-01-15,42:46.8,1,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,4,Bottom,0,0,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,74.42213,2.212186,-0.217086,2336.241603,297.432109,4:00,5.66105,-2.26156,5.5595,-54.32141,-3.17477,9.20414,3.20211,-1.69737,68.25206,-7.721792,1.425894,0.514731,,,,,,,,,,,,-4.67225,-1.65362,2.27429,50,5.81676,0.06247,-108.02489,2.43039,-5.51228,19.09259,-34.12499,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,83b35ee0-f263-11f0-99a1-27b08f981295,73.22751,,,6.17007,,,,,,,,,
139,2026-01-15,43:20.9,2,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.71005,2.210455,0.729095,2323.846606,295.385496,3:45,5.66093,-2.26277,5.53922,-56.10877,-3.09012,10.53981,3.05236,-0.70298,66.65022,-8.087333,2.609163,0.524066,,,,,,,,,,,,-5.0139,-1.60803,2.19267,50,5.81628,-1.76081,-106.78871,2.33463,-5.68663,21.44669,-33.99783,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,98189f80-f263-11f0-99a1-27b08f981295,71.92313,,,7.05983,,,,,,,,,
140,2026-01-15,43:38.5,2,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.30533,0.203361,2.383196,1170.362309,111.702752,9:45,5.60665,-2.34742,6.4303,-42.78526,4.83685,-7.92788,2.22828,-0.81647,69.25658,-7.80602,0.945541,0.496679,,,,,,,,,,,,4.84977,3.03059,2.18081,50,5.60268,-4.32946,-110.72111,-0.78834,5.93737,22.31207,-28.46384,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,a2951a10-f263-11f0-99a1-27b08f981295,75.88894,,,7.04875,,,,,,,,,
141,2026-01-15,44:00.3,2,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.7752,-0.673935,3.766385,1315.847921,92.050296,9:00,5.48708,-2.26808,6.43391,-43.72203,1.98827,-12.20371,1.22285,0.18131,71.04117,-8.8072,1.55524,0.486607,,,,,,,,,,,,7.53122,1.70744,2.00514,50,5.41972,-7.0086,-112.81074,-2.56244,9.61428,22.32055,-29.99434,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,afa44d70-f263-11f0-99a1-27b08f981295,77.45969,,,6.73402,,,,,,,,,
142,2026-01-15,44:20.0,2,4,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,1,2,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,84.67142,0.372652,2.672358,1956.122948,164.922368,11:30,5.88062,-2.10087,6.10317,-27.60891,10.85327,-2.61854,3.92488,0.15408,77.86194,-4.785821,2.201348,0.446363,,,,,,,,,,,,2.04059,5.86418,1.89666,50,5.89474,-5.63774,-122.9873,-0.04501,3.14525,22.9488,-23.13545,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,bb41ef70-f263-11f0-99a1-27b08f981295,84.44341,,,6.80948,,,,,,,,,
143,2026-01-15,44:41.6,2,5,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.73003,1.244306,2.026228,1107.326304,99.003452,9:15,5.63095,-2.12223,6.48725,-42.37042,3.50406,-11.75611,3.24336,-1.24087,70.23325,-6.712852,-0.107627,0.48748,,,,,,,,,,,,6.72221,1.99685,1.98427,50,5.70073,-3.56833,-112.7885,1.26233,8.52148,23.55917,-29.64273,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c822bfd0-f263-11f0-99a1-27b08f981295,77.32094,,,7.49678,,,,,,,,,
144,2026-01-15,45:02.4,2,6,"Burnham, Jacob",831497,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,4,Bottom,1,3,2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,78.01597,0.505986,2.266055,1229.789586,106.850781,9:30,5.64488,-2.18669,6.46237,-41.16085,4.20701,-8.73882,2.67994,-0.83242,70.9044,-7.203321,0.680585,0.484781,,,,,,,,,,,,5.22154,2.57276,2.02995,50,5.66311,-4.17011,-113.25223,-0.15676,6.70695,22.80775,-28.8694,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d4962860-f263-11f0-99a1-27b08f981295,77.75148,,,7.11157,,,,,,,,,
145,2026-01-15,45:41.3,3,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,4,Bottom,2,0,0,Fastball,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.05621,-0.416087,2.621727,1938.733195,162.999413,11:30,5.86388,-2.08445,6.22879,-30.18584,8.7891,-2.32213,2.9641,0.14253,77.18878,-6.050944,2.202774,0.449329,,,,,,,,,,,,1.9113,5.05244,1.88966,50,5.81786,-5.50115,-122.08369,-1.80272,2.89114,23.52379,-24.53145,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,ebb7f0f0-f263-11f0-99a1-27b08f981295,83.88609,,,6.86743,,,,,,,,,
146,2026-01-15,45:59.9,3,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,4,Bottom,2,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.19642,1.548535,0.178613,2334.147069,294.129485,3:45,5.74739,-2.29283,5.46413,-55.51735,-3.81795,12.18717,2.57065,-1.11006,68.1109,-8.571835,2.351773,0.517504,,,,,,,,,,,,-6.03882,-1.78461,2.26879,50,5.84615,-0.79745,-107.71315,1.11019,-7.06878,19.3454,-34.26302,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f6f21630-f263-11f0-99a1-27b08f981295,72.835,,,6.08552,,,,,,,,,
147,2026-01-15,46:21.7,3,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,4,Bottom,2,0,2,Fastball,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.29872,-0.140045,3.083292,1966.746145,161.181553,11:15,5.86204,-2.16774,6.27953,-29.59104,9.79087,-2.85303,3.26685,0.43916,76.05216,-5.717455,2.568519,0.451668,,,,,,,,,,,,2.45996,5.56717,1.94126,50,5.83769,-6.46695,-122.16356,-1.17651,3.65987,27.54806,-23.8914,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,03d3f800-f264-11f0-99a1-27b08f981295,83.45156,,,8.24656,,,,,,,,,
148,2026-01-15,50:09.2,1,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,5,Top,0,0,0,Sinker,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.10031,-1.22024,-5.005484,2093.277041,229.673442,1:45,5.65688,2.1796,5.55491,-18.54328,15.72871,17.22406,2.96693,-1.07391,83.09685,-4.704908,-1.949692,0.421348,,,,,,,,,,,,-10.00674,8.59619,-1.75734,50,5.53891,10.7542,-131.7981,-3.42842,-17.63562,27.50357,-17.02434,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8b62e150-f264-11f0-99a1-27b08f981295,89.45679,,,8.00346,,,,,,,,,
149,2026-01-15,50:23.7,1,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,5,Top,0,1,0,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.13621,-0.033935,-3.098494,1920.848717,64.937221,8:15,5.25819,2.23645,5.586,-48.91932,-4.48453,-12.68127,1.14985,-1.71657,73.45099,-8.935422,-5.358464,0.47977,,,,,,,,,,,,5.45705,-1.78732,-1.96181,50,5.22367,6.79202,-116.17636,-1.74542,7.38897,23.65039,-34.59412,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,941daeb0-f264-11f0-99a1-27b08f981295,78.56358,,,6.68522,,,,,,,,,
150,2026-01-15,50:43.3,1,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,5,Top,0,2,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.08207,-1.235913,-5.379113,2159.064146,243.010868,2:00,5.77637,2.25772,5.65946,-22.66934,11.99926,21.05265,2.72945,-1.01889,81.97209,-5.490082,-1.637549,0.423779,,,,,,,,,,,,-12.26032,6.83697,-1.81449,50,5.65727,11.4134,-131.52669,-3.62243,-21.20018,31.24948,-20.35177,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,9fb66eb0-f264-11f0-99a1-27b08f981295,88.94363,,,9.10999,,,,,,,,,
151,2026-01-15,50:59.1,1,4,"Kipp, Kyle",822339,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,5,Top,0,3,0,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,90.76172,-1.960091,-4.661268,2134.335677,241.123042,2:00,5.62636,1.92319,5.97449,-23.14356,11.66544,18.6404,1.87391,-0.85416,81.04175,-6.338331,-1.322538,0.424636,,,,,,,,,,,,-11.07646,7.05851,-1.56345,50,5.45819,9.85408,-131.07503,-5.24349,-18.80892,33.88382,-20.18802,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,a94b6f70-f264-11f0-99a1-27b08f981295,88.76405,,,9.71997,,,,,,,,,
152,2026-01-15,51:37.3,2,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.43352,-1.712835,-4.540305,2158.531352,246.265645,2:15,5.61219,2.36286,5.69391,-20.95308,11.91257,24.32655,2.26435,0.14993,84.0625,-5.65562,-0.203747,0.412613,,,,,,,,,,,,-13.68194,6.93949,-1.99568,50,5.455,9.58104,-135.08045,-4.77358,-24.91705,33.36339,-19.5361,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,bfe6c9f0-f264-11f0-99a1-27b08f981295,91.35066,,,9.37102,,,,,,,,,
153,2026-01-15,51:56.2,2,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.91591,-2.017455,-6.37595,1985.077851,255.836752,2:30,5.57004,2.29711,5.74089,-26.88096,7.68343,25.6573,1.43901,-1.52615,82.49382,-7.003335,-1.816434,0.423142,,,,,,,,,,,,-14.82229,4.87256,-1.78013,50,5.38483,13.50248,-131.17274,-5.60511,-25.68353,29.16726,-23.73107,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,cb2b4f70-f264-11f0-99a1-27b08f981295,89.07758,,,8.42209,,,,,,,,,
154,2026-01-15,52:17.0,2,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,1,1,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.25259,2.740726,-2.490275,1831.067255,63.493182,8:00,5.30617,2.49781,5.41083,-51.50286,-5.22733,-13.83253,3.58637,-0.98945,71.40478,-6.680652,-4.944052,0.489607,,,,,,,,,,,,6.06965,-3.00799,-2.26636,50,5.51479,5.55212,-114.6521,3.69939,7.91843,25.13081,-36.09826,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d7b1a3c0-f264-11f0-99a1-27b08f981295,76.98516,,,7.84781,,,,,,,,,
155,2026-01-15,52:38.2,2,4,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,2,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.55701,-3.155777,-4.990149,2161.968535,244.627704,2:15,5.69644,2.41048,5.62183,-21.9043,11.61209,21.96194,0.91194,-0.42793,83.86153,-7.241535,-1.083149,0.416678,,,,,,,,,,,,-12.60847,7.19008,-1.99835,50,5.41224,10.66172,-133.65044,-8.16464,-22.60475,31.17432,-19.2835,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e46067a0-f264-11f0-99a1-27b08f981295,90.45948,,,8.69548,,,,,,,,,
156,2026-01-15,52:59.6,2,5,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,3,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.03591,-0.978833,-3.773449,2092.11812,250.942359,2:15,5.66802,2.37803,5.74358,-24.23119,8.81918,21.99678,2.73533,0.69268,83.67578,-5.513645,0.156895,0.41377,,,,,,,,,,,,-12.29595,5.16516,-2.07703,50,5.57194,7.85324,-134.65696,-3.16891,-22.22011,33.54876,-22.84003,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f1028150-f264-11f0-99a1-27b08f981295,91.09505,,,9.36013,,,,,,,,,
157,2026-01-15,53:21.5,2,6,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,0,3,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,1,0,,93.6467,-1.601208,-4.437555,2172.170318,251.970286,2:30,5.6644,2.38215,5.70189,-23.55474,8.56028,23.21674,2.20464,0.17371,85.81185,-5.96731,-0.296674,0.407874,,,,,,,,,,,,-13.05347,5.07666,-2.02435,50,5.51499,9.49526,-135.71081,-4.66152,-24.43118,28.70567,-22.67246,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,fe129f10-f264-11f0-99a1-27b08f981295,92.41208,,,7.83485,,,,,,,,,
158,2026-01-15,54:35.7,2,7,"Kipp, Kyle",822339,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,5,Top,1,3,2,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,93.16842,-3.413694,-5.002827,2170.09932,240.616241,2:00,5.61753,2.15672,5.93438,-21.02537,11.19886,18.11966,0.68253,-0.98644,85.70625,-7.326782,-1.761697,0.408566,,,,,,,,,,,,-10.55284,6.93717,-1.76653,50,5.33182,10.99993,-134.75568,-8.78175,-19.53666,27.4157,-19.33117,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2a3524f0-f265-11f0-99a1-27b08f981295,92.25536,,,7.46217,,,,,,,,,
159,2026-01-15,55:16.5,3,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,5,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.7842,1.59074,-4.001207,1600.864556,238.019567,2:00,5.50091,2.30875,5.91613,-33.26844,11.29985,15.55489,4.20882,-0.11439,71.88914,-4.646223,-1.21837,0.48049,,,,,,,,,,,,-9.12965,5.75902,-1.99612,50,5.61009,7.46392,-115.4457,2.22257,-12.16934,23.96269,-24.4976,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,42927ac0-f265-11f0-99a1-27b08f981295,78.44584,,,7.89505,,,,,,,,,
160,2026-01-15,55:58.3,3,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,5,Top,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.8515,-0.37145,-4.007582,1399.543485,281.609563,3:30,5.47229,2.28286,6.04906,-47.18188,-1.8278,16.71072,1.19575,-0.0406,71.68178,-9.077954,-1.001179,0.484707,,,,,,,,,,,,-9.86709,-0.33583,-1.97938,50,5.41831,7.3851,-114.2444,-2.21041,-12.85876,23.78644,-32.61167,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,5ba3de50-f265-11f0-99a1-27b08f981295,77.76331,,,7.16972,,,,,,,,,
161,2026-01-15,56:59.9,3,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,5,Top,1,1,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,92.4471,-2.255102,-4.436653,2117.818948,251.829552,2:30,5.72871,2.28473,5.68339,-25.11848,8.47689,22.0571,1.52608,-0.02094,83.37389,-6.931147,-0.50278,0.417168,62.59854,-61.551812,-18.495458,,,,,1.31987,1.31987,-9.445591,0.017577,-12.63615,5.38201,-1.92473,50,5.52266,9.37102,-133.64759,-6.17871,-22.5152,32.79662,-22.58436,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8052bcd0-f265-11f0-99a1-27b08f981295,90.35313,1.42264,,9.07321,,,,0.57102,1.42264,0.0279,,,
162,2026-01-15,57:41.0,4,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Martinez, Sean",836306,Right,BOC_EAG,Undefined,5,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.59686,-1.586393,-5.079799,2063.295163,249.022022,2:15,5.66859,2.13637,5.58943,-24.73442,9.39697,21.41009,2.11987,-0.83522,83.05497,-6.181583,-1.274993,0.420483,,,,,,,,,,,,-12.26985,5.57961,-1.71331,50,5.51598,10.78428,-132.40739,-4.57192,-21.63987,29.99763,-22.33351,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,98c8a3b0-f265-11f0-99a1-27b08f981295,89.64083,,,8.54189,,,,,,,,,
163,2026-01-15,57:57.3,4,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Martinez, Sean",836306,Right,BOC_EAG,Undefined,5,Top,2,1,0,Sinker,Sinker,InPlay,Undefined,LineDrive,Single,0,1,,90.9792,-1.099733,-3.991659,2155.040777,236.371146,2:00,5.70411,2.21284,5.69259,-20.25454,14.05965,19.37989,2.98871,0.10175,82.53534,-4.91219,-0.535648,0.421608,86.86699,9.696095,-1.933871,1537.961639,109.94704,10.5056,3.39318,174.1022,173.82729,3.972145,1.717875,-11.03465,7.80886,-1.88938,50,5.59902,8.33726,-131.77541,-3.20434,-19.28705,29.56466,-18.52522,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,a278a680-f265-11f0-99a1-27b08f981295,89.4017,11.13356,,8.44386,,,,0.50053,2.93536,-0.09078,,,
